,ball_x,ball_y,ball_dx,ball_dy,paddle_x,leftHeld,RightHeld
817,255,255,-5,-5,200,False,False
818,250,250,-5,-5,200,False,False
819,245,245,-5,-5,200,False,False
820,240,240,-5,-5,200,False,False
821,235,235,-5,-5,200,False,False
822,230,230,-5,-5,200,False,False
823,225,225,-5,-5,200,False,False
824,220,220,-5,-5,200,False,False
825,215,215,-5,-5,200,False,False
826,210,210,-5,-5,200,False,False
827,205,205,-5,-5,200,False,False
828,200,200,-5,-5,200,False,False
829,195,195,-5,-5,200,False,False
830,190,190,-5,-5,200,False,False
831,185,185,-5,-5,200,False,False
832,180,180,-5,-5,200,False,False
833,175,175,-5,-5,200,False,False
834,170,170,-5,-5,200,False,False
835,165,165,-5,-5,200,False,False
836,160,160,-5,-5,200,False,False
837,155,155,-5,-5,200,False,False
838,150,150,-5,-5,200,False,False
839,145,145,-5,-5,200,False,False
840,140,140,-5,-5,200,False,False
841,135,135,-5,-5,200,False,False
842,130,130,-5,-5,200,False,False
843,125,125,-5,-5,200,False,False
844,120,120,-5,-5,200,False,False
845,115,115,-5,-5,200,False,False
846,110,110,-5,-5,200,False,False
847,105,105,-5,-5,200,False,False
848,100,100,-5,-5,200,False,False
849,95,95,-5,-5,200,False,False
850,90,90,-5,-5,200,False,False
851,85,85,-5,-5,200,False,False
852,80,80,-5,-5,200,False,False
853,75,75,-5,-5,200,False,False
854,70,70,-5,-5,200,False,False
855,65,65,-5,-5,200,False,False
856,60,60,-5,-5,200,False,False
857,55,55,-5,-5,200,False,False
858,50,50,-5,-5,200,False,False
859,45,45,-5,-5,200,False,False
860,40,40,-5,-5,200,False,False
861,35,35,-5,-5,200,False,False
862,30,30,-5,-5,200,False,False
863,25,25,-5,-5,200,False,False
864,20,20,-5,-5,200,False,False
865,15,15,-5,-5,200,False,False
866,10,10,-5,-5,200,False,False
867,5,5,-5,-5,200,False,False
868,0,0,5,5,200,False,False
869,5,5,5,5,200,False,False
870,10,10,5,5,200,False,False
871,15,15,5,5,200,False,False
872,20,20,5,5,200,False,False
873,25,25,5,5,200,False,False
874,30,30,5,5,200,False,False
875,35,35,5,5,200,False,False
876,40,40,5,5,200,False,False
877,45,45,5,5,200,False,False
878,50,50,5,5,200,False,False
879,55,55,5,5,200,False,False
880,60,60,5,5,200,False,False
881,65,65,5,5,200,False,False
882,70,70,5,5,200,False,False
883,75,75,5,5,200,False,False
884,80,80,5,5,200,False,False
885,85,85,5,5,200,False,False
886,90,90,5,5,200,False,False
887,95,95,5,5,200,False,False
888,100,100,5,5,200,False,False
889,105,105,5,5,200,False,False
890,110,110,5,5,200,False,False
891,115,115,5,5,200,False,False
892,120,120,5,5,200,False,False
893,125,125,5,5,200,False,False
894,130,130,5,5,200,False,False
895,135,135,5,5,200,False,False
896,140,140,5,5,200,False,False
897,145,145,5,5,200,False,False
898,150,150,5,5,200,False,False
899,155,155,5,5,200,False,False
900,160,160,5,5,200,False,False
901,165,165,5,5,200,False,False
902,170,170,5,5,200,False,False
903,175,175,5,5,200,False,False
904,180,180,5,5,200,False,False
905,185,185,5,5,200,False,False
906,190,190,5,5,200,False,False
907,195,195,5,5,200,False,False
908,200,200,5,5,200,False,False
909,205,205,5,5,200,False,False
910,210,210,5,5,200,False,False
911,215,215,5,5,200,False,False
912,220,220,5,5,200,False,False
913,225,225,5,5,200,False,False
914,230,230,5,5,200,False,False
915,235,235,5,5,200,False,False
916,240,240,5,5,200,False,False
917,245,245,5,5,200,False,True
918,250,250,5,5,210,False,True
919,255,255,5,5,220,False,True
920,260,260,5,5,230,False,True
921,265,265,5,5,240,False,True
922,270,270,5,5,250,False,True
923,275,275,5,5,260,False,True
924,280,280,5,5,270,False,True
925,285,285,5,5,280,False,True
926,290,290,5,5,290,False,True
927,295,295,5,5,300,False,True
928,300,300,5,5,310,False,True
929,305,305,5,5,320,False,True
930,310,310,5,5,330,False,True
931,315,315,5,5,340,False,True
932,320,320,5,5,350,False,False
933,325,325,5,5,350,False,False
934,330,330,5,5,350,False,False
935,335,335,5,5,350,False,False
936,340,340,5,5,350,False,False
937,345,345,5,5,350,False,False
938,350,350,5,5,350,False,False
939,355,355,5,5,350,False,False
940,360,360,5,5,350,False,False
941,365,365,5,5,350,False,False
942,370,370,5,5,350,False,False
943,375,375,5,5,350,False,False
944,380,380,5,5,350,False,False
945,385,385,5,5,350,False,False
946,390,390,5,5,350,False,False
947,395,395,5,5,350,False,False
948,400,400,5,5,350,False,False
949,405,405,5,5,350,False,False
950,410,410,5,5,350,False,False
951,415,415,5,5,350,False,False
952,420,420,5,5,350,False,False
953,425,425,5,5,350,False,False
954,430,430,5,5,350,False,False
955,435,435,5,5,350,False,False
956,440,440,5,5,350,False,False
957,445,445,5,5,350,False,False
958,450,450,5,5,350,False,False
959,455,455,5,5,350,False,False
960,460,460,5,5,350,False,False
961,465,465,5,5,350,False,False
962,470,470,5,5,350,False,True
963,475,475,5,5,360,False,True
964,480,480,5,5,370,False,True
965,485,485,5,5,380,False,True
966,490,490,5,5,390,False,True
967,495,495,5,5,400,False,True
968,500,500,5,5,410,False,True
969,505,505,5,5,420,False,True
970,510,510,5,5,430,False,True
971,515,515,5,5,440,False,True
972,520,520,5,5,450,False,True
973,525,525,5,5,460,False,True
974,530,530,5,5,470,False,True
975,535,535,5,5,480,False,True
976,540,540,5,5,490,False,True
977,545,545,5,5,500,False,True
978,550,550,5,5,510,False,True
979,555,555,5,5,520,False,True
980,560,560,5,5,530,False,True
981,565,565,5,5,540,False,True
982,570,570,5,5,550,False,True
983,575,575,5,5,560,False,True
984,580,580,5,-5,570,False,False
985,585,575,5,-5,570,False,False
986,590,570,5,-5,570,False,False
987,595,565,5,-5,570,False,False
988,600,560,5,-5,570,False,False
989,605,555,5,-5,570,False,False
990,610,550,5,-5,570,False,False
991,615,545,5,-5,570,False,False
992,620,540,5,-5,570,False,False
993,625,535,5,-5,570,False,False
994,630,530,5,-5,570,False,False
995,635,525,5,-5,570,False,False
996,640,520,5,-5,570,False,False
997,645,515,5,-5,570,False,False
998,650,510,5,-5,570,False,False
999,655,505,5,-5,570,False,False
1000,660,500,5,-5,570,False,False
1001,665,495,5,-5,570,False,False
1002,670,490,5,-5,570,False,False
1003,675,485,5,-5,570,False,False
1004,680,480,5,-5,570,False,False
1005,685,475,5,-5,570,False,False
1006,690,470,5,-5,570,False,False
1007,695,465,5,-5,570,False,False
1008,700,460,5,-5,570,False,False
1009,705,455,5,-5,570,False,False
1010,710,450,5,-5,570,False,False
1011,715,445,5,-5,570,False,False
1012,720,440,5,-5,570,False,False
1013,725,435,5,-5,570,False,False
1014,730,430,5,-5,570,False,False
1015,735,425,5,-5,570,False,False
1016,740,420,5,-5,570,False,False
1017,745,415,5,-5,570,False,False
1018,750,410,5,-5,570,False,False
1019,755,405,5,-5,570,False,False
1020,760,400,5,-5,570,False,False
1021,765,395,5,-5,570,False,False
1022,770,390,5,-5,570,False,False
1023,775,385,5,-5,570,False,False
1024,780,380,5,-5,570,False,False
1025,785,375,5,-5,570,False,False
1026,790,370,-5,-5,570,False,False
1027,785,365,-5,-5,570,False,False
1028,780,360,-5,-5,570,False,False
1029,775,355,-5,-5,570,False,False
1030,770,350,-5,-5,570,False,False
1031,765,345,-5,-5,570,False,False
1032,760,340,-5,-5,570,False,False
1033,755,335,-5,-5,570,False,False
1034,750,330,-5,-5,570,False,False
1035,745,325,-5,-5,570,False,False
1036,740,320,-5,-5,570,False,False
1037,735,315,-5,-5,570,False,False
1038,730,310,-5,-5,570,False,False
1039,725,305,-5,-5,570,False,False
1040,720,300,-5,-5,570,False,False
1041,715,295,-5,-5,570,False,False
1042,710,290,-5,-5,570,False,False
1043,705,285,-5,-5,570,False,False
1044,700,280,-5,-5,570,False,False
1045,695,275,-5,-5,570,False,False
1046,690,270,-5,-5,570,False,False
1047,685,265,-5,-5,570,False,False
1048,680,260,-5,-5,570,False,False
1049,675,255,-5,-5,570,False,False
1050,670,250,-5,-5,570,False,False
1051,665,245,-5,-5,570,False,False
1052,660,240,-5,-5,570,False,False
1053,655,235,-5,-5,570,False,False
1054,650,230,-5,-5,570,False,False
1055,645,225,-5,-5,570,False,False
1056,640,220,-5,-5,570,False,False
1057,635,215,-5,-5,570,False,False
1058,630,210,-5,-5,570,False,False
1059,625,205,-5,-5,570,False,False
1060,620,200,-5,-5,570,False,False
1061,615,195,-5,-5,570,False,False
1062,610,190,-5,-5,570,False,False
1063,605,185,-5,-5,570,False,False
1064,600,180,-5,-5,570,False,False
1065,595,175,-5,-5,570,False,False
1066,590,170,-5,-5,570,False,False
1067,585,165,-5,-5,570,False,False
1068,580,160,-5,-5,570,False,False
1069,575,155,-5,-5,570,False,False
1070,570,150,-5,-5,570,False,False
1071,565,145,-5,-5,570,False,False
1072,560,140,-5,-5,570,False,False
1073,555,135,-5,-5,570,False,False
1074,550,130,-5,-5,570,False,False
1075,545,125,-5,-5,570,False,False
1076,540,120,-5,-5,570,False,False
1077,535,115,-5,-5,570,False,False
1078,530,110,-5,-5,570,False,False
1079,525,105,-5,-5,570,False,False
1080,520,100,-5,-5,570,False,False
1081,515,95,-5,-5,570,False,False
1082,510,90,-5,-5,570,False,False
1083,505,85,-5,-5,570,False,False
1084,500,80,-5,-5,570,True,False
1085,495,75,-5,-5,560,True,False
1086,490,70,-5,-5,550,True,False
1087,485,65,-5,-5,540,True,False
1088,480,60,-5,-5,530,True,False
1089,475,55,-5,-5,520,True,False
1090,470,50,-5,-5,510,True,False
1091,465,45,-5,-5,500,True,False
1092,460,40,-5,-5,490,True,False
1093,455,35,-5,-5,480,True,False
1094,450,30,-5,-5,470,True,False
1095,445,25,-5,-5,460,True,False
1096,440,20,-5,-5,450,True,False
1097,435,15,-5,-5,440,True,False
1098,430,10,-5,-5,430,True,False
1099,425,5,-5,-5,420,True,False
1100,420,0,-5,5,410,True,False
1101,415,5,-5,5,400,True,False
1102,410,10,-5,5,390,True,False
1103,405,15,-5,5,380,True,False
1104,400,20,-5,5,370,True,False
1105,395,25,-5,5,360,True,False
1106,390,30,-5,5,350,True,False
1107,385,35,-5,5,340,True,False
1108,380,40,-5,5,330,True,False
1109,375,45,-5,5,320,True,False
1110,370,50,-5,5,310,True,False
1111,365,55,-5,5,300,True,False
1112,360,60,-5,5,290,True,False
1113,355,65,-5,5,280,True,False
1114,350,70,-5,5,270,True,False
1115,345,75,-5,5,260,True,False
1116,340,80,-5,5,250,True,False
1117,335,85,-5,5,240,True,False
1118,330,90,-5,5,230,True,False
1119,325,95,-5,5,220,True,False
1120,320,100,-5,5,210,True,False
1121,315,105,-5,5,200,True,False
1122,310,110,-5,5,190,True,False
1123,305,115,-5,5,180,True,False
1124,300,120,-5,5,170,True,False
1125,295,125,-5,5,160,True,False
1126,290,130,-5,5,150,True,False
1127,285,135,-5,5,140,True,False
1128,280,140,-5,5,130,True,False
1129,275,145,-5,5,120,True,False
1130,270,150,-5,5,110,True,False
1131,265,155,-5,5,100,False,False
1132,260,160,-5,5,100,False,False
1133,255,165,-5,5,100,False,False
1134,250,170,-5,5,100,False,False
1135,245,175,-5,5,100,False,False
1136,240,180,-5,5,100,False,False
1137,235,185,-5,5,100,False,False
1138,230,190,-5,5,100,False,False
1139,225,195,-5,5,100,False,False
1140,220,200,-5,5,100,False,False
1141,215,205,-5,5,100,False,False
1142,210,210,-5,5,100,False,False
1143,205,215,-5,5,100,False,False
1144,200,220,-5,5,100,False,False
1145,195,225,-5,5,100,False,False
1146,190,230,-5,5,100,False,False
1147,185,235,-5,5,100,False,False
1148,180,240,-5,5,100,False,False
1149,175,245,-5,5,100,False,False
1150,170,250,-5,5,100,False,False
1151,165,255,-5,5,100,False,False
1152,160,260,-5,5,100,False,False
1153,155,265,-5,5,100,False,False
1154,150,270,-5,5,100,False,False
1155,145,275,-5,5,100,False,False
1156,140,280,-5,5,100,False,False
1157,135,285,-5,5,100,False,False
1158,130,290,-5,5,100,False,False
1159,125,295,-5,5,100,False,False
1160,120,300,-5,5,100,False,False
1161,115,305,-5,5,100,False,False
1162,110,310,-5,5,100,False,False
1163,105,315,-5,5,100,False,False
1164,100,320,-5,5,100,False,False
1165,95,325,-5,5,100,False,False
1166,90,330,-5,5,100,False,False
1167,85,335,-5,5,100,False,False
1168,80,340,-5,5,100,False,False
1169,75,345,-5,5,100,False,False
1170,70,350,-5,5,100,False,False
1171,65,355,-5,5,100,False,False
1172,60,360,-5,5,100,False,False
1173,55,365,-5,5,100,False,False
1174,50,370,-5,5,100,False,False
1175,45,375,-5,5,100,False,False
1176,40,380,-5,5,100,False,False
1177,35,385,-5,5,100,False,False
1178,30,390,-5,5,100,False,False
1179,25,395,-5,5,100,False,False
1180,20,400,-5,5,100,False,False
1181,15,405,-5,5,100,False,False
1182,10,410,-5,5,100,False,False
1183,5,415,-5,5,100,False,False
1184,0,420,5,5,100,False,False
1185,5,425,5,5,100,False,False
1186,10,430,5,5,100,False,False
1187,15,435,5,5,100,False,False
1188,20,440,5,5,100,False,False
1189,25,445,5,5,100,False,False
1190,30,450,5,5,100,False,False
1191,35,455,5,5,100,False,False
1192,40,460,5,5,100,False,False
1193,45,465,5,5,100,False,False
1194,50,470,5,5,100,False,False
1195,55,475,5,5,100,False,False
1196,60,480,5,5,100,False,False
1197,65,485,5,5,100,False,False
1198,70,490,5,5,100,False,False
1199,75,495,5,5,100,False,False
1200,80,500,5,5,100,False,False
1201,85,505,5,5,100,False,False
1202,90,510,5,5,100,False,False
1203,95,515,5,5,100,False,False
1204,100,520,5,5,100,False,False
1205,105,525,5,5,100,False,False
1206,110,530,5,5,100,False,False
1207,115,535,5,5,100,False,False
1208,120,540,5,5,100,False,False
1209,125,545,5,5,100,False,False
1210,130,550,5,5,100,False,False
1211,135,555,5,5,100,False,False
1212,140,560,5,5,100,False,False
1213,145,565,5,5,100,False,False
1214,150,570,5,5,100,False,False
1215,155,575,5,5,100,False,False
1216,160,580,5,-5,100,False,True
1217,165,575,5,-5,110,False,True
1218,170,570,5,-5,120,False,True
1219,175,565,5,-5,130,False,True
1220,180,560,5,-5,140,False,True
1221,185,555,5,-5,150,False,True
1222,190,550,5,-5,160,False,True
1223,195,545,5,-5,170,False,True
1224,200,540,5,-5,180,False,True
1225,205,535,5,-5,190,False,True
1226,210,530,5,-5,200,False,True
1227,215,525,5,-5,210,False,True
1228,220,520,5,-5,220,False,True
1229,225,515,5,-5,230,False,True
1230,230,510,5,-5,240,False,True
1231,235,505,5,-5,250,False,True
1232,240,500,5,-5,260,False,True
1233,245,495,5,-5,270,False,True
1234,250,490,5,-5,280,False,True
1235,255,485,5,-5,290,False,True
1236,260,480,5,-5,300,False,True
1237,265,475,5,-5,310,False,True
1238,270,470,5,-5,320,False,True
1239,275,465,5,-5,330,False,True
1240,280,460,5,-5,340,False,True
1241,285,455,5,-5,350,False,True
1242,290,450,5,-5,360,False,True
1243,295,445,5,-5,370,False,True
1244,300,440,5,-5,380,False,True
1245,305,435,5,-5,390,False,True
1246,310,430,5,-5,400,False,True
1247,315,425,5,-5,410,False,True
1248,320,420,5,-5,420,False,True
1249,325,415,5,-5,430,False,True
1250,330,410,5,-5,440,False,True
1251,335,405,5,-5,450,False,True
1252,340,400,5,-5,460,False,True
1253,345,395,5,-5,470,False,True
1254,350,390,5,-5,480,False,True
1255,355,385,5,-5,490,False,False
1256,360,380,5,-5,490,False,False
1257,365,375,5,-5,490,False,False
1258,370,370,5,-5,490,False,False
1259,375,365,5,-5,490,False,False
1260,380,360,5,-5,490,False,False
1261,385,355,5,-5,490,False,False
1262,390,350,5,-5,490,False,False
1263,395,345,5,-5,490,False,False
1264,400,340,5,-5,490,False,False
1265,405,335,5,-5,490,False,False
1266,410,330,5,-5,490,False,False
1267,415,325,5,-5,490,False,False
1268,420,320,5,-5,490,False,False
1269,425,315,5,-5,490,False,False
1270,430,310,5,-5,490,False,False
1271,435,305,5,-5,490,False,False
1272,440,300,5,-5,490,False,False
1273,445,295,5,-5,490,False,False
1274,450,290,5,-5,490,False,False
1275,455,285,5,-5,490,False,False
1276,460,280,5,-5,490,False,False
1277,465,275,5,-5,490,False,False
1278,470,270,5,-5,490,False,False
1279,475,265,5,-5,490,False,False
1280,480,260,5,-5,490,False,False
1281,485,255,5,-5,490,False,False
1282,490,250,5,-5,490,False,False
1283,495,245,5,-5,490,False,False
1284,500,240,5,-5,490,False,False
1285,505,235,5,-5,490,False,False
1286,510,230,5,-5,490,False,False
1287,515,225,5,-5,490,False,False
1288,520,220,5,-5,490,False,False
1289,525,215,5,-5,490,False,False
1290,530,210,5,-5,490,False,False
1291,535,205,5,-5,490,False,False
1292,540,200,5,-5,490,False,False
1293,545,195,5,-5,490,False,False
1294,550,190,5,-5,490,False,False
1295,555,185,5,-5,490,False,False
1296,560,180,5,-5,490,False,False
1297,565,175,5,-5,490,False,False
1298,570,170,5,-5,490,False,False
1299,575,165,5,-5,490,False,False
1300,580,160,5,-5,490,False,False
1301,585,155,5,-5,490,False,False
1302,590,150,5,-5,490,False,False
1303,595,145,5,-5,490,False,False
1304,600,140,5,-5,490,False,False
1305,605,135,5,-5,490,False,False
1306,610,130,5,-5,490,False,False
1307,615,125,5,-5,490,False,False
1308,620,120,5,-5,490,False,False
1309,625,115,5,-5,490,False,False
1310,630,110,5,-5,490,False,False
1311,635,105,5,-5,490,False,False
1312,640,100,5,-5,490,False,False
1313,645,95,5,-5,490,False,False
1314,650,90,5,-5,490,False,False
1315,655,85,5,-5,490,False,False
1316,660,80,5,-5,490,False,False
1317,665,75,5,-5,490,False,False
1318,670,70,5,-5,490,False,False
1319,675,65,5,-5,490,False,False
1320,680,60,5,-5,490,False,False
1321,685,55,5,-5,490,False,False
1322,690,50,5,-5,490,False,False
1323,695,45,5,-5,490,False,False
1324,700,40,5,-5,490,False,False
1325,705,35,5,-5,490,False,False
1326,710,30,5,-5,490,False,False
1327,715,25,5,-5,490,False,False
1328,720,20,5,-5,490,False,False
1329,725,15,5,-5,490,False,False
1330,730,10,5,-5,490,False,False
1331,735,5,5,-5,490,False,False
1332,740,0,5,5,490,False,False
1333,745,5,5,5,490,False,False
1334,750,10,5,5,490,False,False
1335,755,15,5,5,490,False,False
1336,760,20,5,5,490,False,False
1337,765,25,5,5,490,False,False
1338,770,30,5,5,490,False,False
1339,775,35,5,5,490,False,False
1340,780,40,5,5,490,False,False
1341,785,45,5,5,490,False,False
1342,790,50,-5,5,490,False,False
1343,785,55,-5,5,490,False,False
1344,780,60,-5,5,490,False,False
1345,775,65,-5,5,490,False,False
1346,770,70,-5,5,490,False,False
1347,765,75,-5,5,490,False,False
1348,760,80,-5,5,490,False,False
1349,755,85,-5,5,490,False,False
1350,750,90,-5,5,490,False,False
1351,745,95,-5,5,490,False,False
1352,740,100,-5,5,490,False,False
1353,735,105,-5,5,490,False,False
1354,730,110,-5,5,490,False,False
1355,725,115,-5,5,490,False,False
1356,720,120,-5,5,490,False,False
1357,715,125,-5,5,490,False,False
1358,710,130,-5,5,490,False,False
1359,705,135,-5,5,490,False,False
1360,700,140,-5,5,490,False,False
1361,695,145,-5,5,490,False,False
1362,690,150,-5,5,490,False,False
1363,685,155,-5,5,490,False,False
1364,680,160,-5,5,490,False,False
1365,675,165,-5,5,490,False,False
1366,670,170,-5,5,490,False,False
1367,665,175,-5,5,490,False,False
1368,660,180,-5,5,490,False,False
1369,655,185,-5,5,490,False,False
1370,650,190,-5,5,490,False,False
1371,645,195,-5,5,490,False,False
1372,640,200,-5,5,490,False,False
1373,635,205,-5,5,490,False,False
1374,630,210,-5,5,490,False,False
1375,625,215,-5,5,490,False,False
1376,620,220,-5,5,490,False,False
1377,615,225,-5,5,490,False,False
1378,610,230,-5,5,490,False,False
1379,605,235,-5,5,490,False,False
1380,600,240,-5,5,490,False,False
1381,595,245,-5,5,490,False,False
1382,590,250,-5,5,490,False,False
1383,585,255,-5,5,490,False,False
1384,580,260,-5,5,490,False,False
1385,575,265,-5,5,490,False,False
1386,570,270,-5,5,490,False,False
1387,565,275,-5,5,490,False,False
1388,560,280,-5,5,490,False,False
1389,555,285,-5,5,490,True,False
1390,550,290,-5,5,480,True,False
1391,545,295,-5,5,470,True,False
1392,540,300,-5,5,460,True,False
1393,535,305,-5,5,450,True,False
1394,530,310,-5,5,440,True,False
1395,525,315,-5,5,430,True,False
1396,520,320,-5,5,420,True,False
1397,515,325,-5,5,410,True,False
1398,510,330,-5,5,400,True,False
1399,505,335,-5,5,390,True,False
1400,500,340,-5,5,380,True,False
1401,495,345,-5,5,370,True,False
1402,490,350,-5,5,360,True,False
1403,485,355,-5,5,350,True,False
1404,480,360,-5,5,340,True,False
1405,475,365,-5,5,330,True,False
1406,470,370,-5,5,320,True,False
1407,465,375,-5,5,310,True,False
1408,460,380,-5,5,300,True,False
1409,455,385,-5,5,290,True,False
1410,450,390,-5,5,280,True,False
1411,445,395,-5,5,270,True,False
1412,440,400,-5,5,260,True,False
1413,435,405,-5,5,250,True,False
1414,430,410,-5,5,240,False,False
1415,425,415,-5,5,240,False,False
1416,420,420,-5,5,240,False,False
1417,415,425,-5,5,240,False,False
1418,410,430,-5,5,240,False,False
1419,405,435,-5,5,240,False,False
1420,400,440,-5,5,240,False,False
1421,395,445,-5,5,240,False,False
1422,390,450,-5,5,240,False,False
1423,385,455,-5,5,240,False,False
1424,380,460,-5,5,240,False,False
1425,375,465,-5,5,240,False,False
1426,370,470,-5,5,240,False,False
1427,365,475,-5,5,240,False,False
1428,360,480,-5,5,240,False,False
1429,355,485,-5,5,240,False,False
1430,350,490,-5,5,240,False,False
1431,345,495,-5,5,240,False,False
1432,340,500,-5,5,240,False,False
1433,335,505,-5,5,240,False,False
1434,330,510,-5,5,240,False,False
1435,325,515,-5,5,240,False,False
1436,320,520,-5,5,240,False,False
1437,315,525,-5,5,240,False,False
1438,310,530,-5,5,240,False,False
1439,305,535,-5,5,240,False,False
1440,300,540,-5,5,240,False,False
1441,295,545,-5,5,240,False,False
1442,290,550,-5,5,240,False,False
1443,285,555,-5,5,240,True,False
1444,280,560,-5,5,230,True,False
1445,275,565,-5,5,220,True,False
1446,270,570,-5,5,210,True,False
1447,265,575,-5,5,200,True,False
1448,260,580,-5,-5,190,True,False
1449,255,575,-5,-5,180,True,False
1450,250,570,-5,-5,170,True,False
1451,245,565,-5,-5,160,True,False
1452,240,560,-5,-5,150,True,False
1453,235,555,-5,-5,140,True,False
1454,230,550,-5,-5,130,True,False
1455,225,545,-5,-5,120,True,False
1456,220,540,-5,-5,110,True,False
1457,215,535,-5,-5,100,False,False
1458,210,530,-5,-5,100,False,False
1459,205,525,-5,-5,100,False,False
1460,200,520,-5,-5,100,False,False
1461,195,515,-5,-5,100,False,False
1462,190,510,-5,-5,100,False,False
1463,185,505,-5,-5,100,False,False
1464,180,500,-5,-5,100,False,False
1465,175,495,-5,-5,100,False,False
1466,170,490,-5,-5,100,False,False
1467,165,485,-5,-5,100,False,False
1468,160,480,-5,-5,100,False,False
1469,155,475,-5,-5,100,False,False
1470,150,470,-5,-5,100,False,False
1471,145,465,-5,-5,100,False,False
1472,140,460,-5,-5,100,False,False
1473,135,455,-5,-5,100,False,False
1474,130,450,-5,-5,100,False,False
1475,125,445,-5,-5,100,False,False
1476,120,440,-5,-5,100,False,False
1477,115,435,-5,-5,100,False,False
1478,110,430,-5,-5,100,False,False
1479,105,425,-5,-5,100,False,False
1480,100,420,-5,-5,100,False,False
1481,95,415,-5,-5,100,False,False
1482,90,410,-5,-5,100,False,False
1483,85,405,-5,-5,100,False,False
1484,80,400,-5,-5,100,False,False
1485,75,395,-5,-5,100,False,False
1486,70,390,-5,-5,100,False,False
1487,65,385,-5,-5,100,False,False
1488,60,380,-5,-5,100,False,False
1489,55,375,-5,-5,100,False,False
1490,50,370,-5,-5,100,False,False
1491,45,365,-5,-5,100,False,False
1492,40,360,-5,-5,100,False,False
1493,35,355,-5,-5,100,False,False
1494,30,350,-5,-5,100,False,False
1495,25,345,-5,-5,100,False,False
1496,20,340,-5,-5,100,False,False
1497,15,335,-5,-5,100,False,False
1498,10,330,-5,-5,100,False,False
1499,5,325,-5,-5,100,False,False
1500,0,320,5,-5,100,False,False
1501,5,315,5,-5,100,False,False
1502,10,310,5,-5,100,False,False
1503,15,305,5,-5,100,False,False
1504,20,300,5,-5,100,False,False
1505,25,295,5,-5,100,False,False
1506,30,290,5,-5,100,False,False
1507,35,285,5,-5,100,False,False
1508,40,280,5,-5,100,False,False
1509,45,275,5,-5,100,False,False
1510,50,270,5,-5,100,False,False
1511,55,265,5,-5,100,False,False
1512,60,260,5,-5,100,False,False
1513,65,255,5,-5,100,False,False
1514,70,250,5,-5,100,False,False
1515,75,245,5,-5,100,False,False
1516,80,240,5,-5,100,False,False
1517,85,235,5,-5,100,False,False
1518,90,230,5,-5,100,False,False
1519,95,225,5,-5,100,False,False
1520,100,220,5,-5,100,False,False
1521,105,215,5,-5,100,False,False
1522,110,210,5,-5,100,False,False
1523,115,205,5,-5,100,False,False
1524,120,200,5,-5,100,False,False
1525,125,195,5,-5,100,False,False
1526,130,190,5,-5,100,False,False
1527,135,185,5,-5,100,False,False
1528,140,180,5,-5,100,False,False
1529,145,175,5,-5,100,False,False
1530,150,170,5,-5,100,False,False
1531,155,165,5,-5,100,False,False
1532,160,160,5,-5,100,False,False
1533,165,155,5,-5,100,False,False
1534,170,150,5,-5,100,False,False
1535,175,145,5,-5,100,False,False
1536,180,140,5,-5,100,False,False
1537,185,135,5,-5,100,False,False
1538,190,130,5,-5,100,False,False
1539,195,125,5,-5,100,False,True
1540,200,120,5,-5,110,False,True
1541,205,115,5,-5,120,False,True
1542,210,110,5,-5,130,False,True
1543,215,105,5,-5,140,False,True
1544,220,100,5,-5,150,False,True
1545,225,95,5,-5,160,False,True
1546,230,90,5,-5,170,False,True
1547,235,85,5,-5,180,False,True
1548,240,80,5,-5,190,False,True
1549,245,75,5,-5,200,False,True
1550,250,70,5,-5,210,False,True
1551,255,65,5,-5,220,False,True
1552,260,60,5,-5,230,False,True
1553,265,55,5,-5,240,False,True
1554,270,50,5,-5,250,False,True
1555,275,45,5,-5,260,False,True
1556,280,40,5,-5,270,False,True
1557,285,35,5,-5,280,False,True
1558,290,30,5,-5,290,False,True
1559,295,25,5,-5,300,False,True
1560,300,20,5,-5,310,False,True
1561,305,15,5,-5,320,False,True
1562,310,10,5,-5,330,False,True
1563,315,5,5,-5,340,False,True
1564,320,0,5,5,350,False,True
1565,325,5,5,5,360,False,True
1566,330,10,5,5,370,False,True
1567,335,15,5,5,380,False,True
1568,340,20,5,5,390,False,True
1569,345,25,5,5,400,False,True
1570,350,30,5,5,410,False,True
1571,355,35,5,5,420,False,True
1572,360,40,5,5,430,False,True
1573,365,45,5,5,440,False,True
1574,370,50,5,5,450,False,True
1575,375,55,5,5,460,False,True
1576,380,60,5,5,470,False,False
1577,385,65,5,5,470,False,False
1578,390,70,5,5,470,False,False
1579,395,75,5,5,470,False,False
1580,400,80,5,5,470,False,False
1581,405,85,5,5,470,False,False
1582,410,90,5,5,470,False,False
1583,415,95,5,5,470,False,False
1584,420,100,5,5,470,False,False
1585,425,105,5,5,470,False,False
1586,430,110,5,5,470,False,False
1587,435,115,5,5,470,False,False
1588,440,120,5,5,470,False,False
1589,445,125,5,5,470,False,False
1590,450,130,5,5,470,False,False
1591,455,135,5,5,470,False,False
1592,460,140,5,5,470,False,False
1593,465,145,5,5,470,False,False
1594,470,150,5,5,470,False,False
1595,475,155,5,5,470,False,False
1596,480,160,5,5,470,False,False
1597,485,165,5,5,470,False,False
1598,490,170,5,5,470,False,True
1599,495,175,5,5,480,False,True
1600,500,180,5,5,490,False,True
1601,505,185,5,5,500,False,True
1602,510,190,5,5,510,False,True
