Unnamed: 0,ball_x,ball_y,ball_dx,ball_dy,paddle_x,leftHeld,RightHeld
1246,310,430,5,-5,400,False,True
96,700,380,-5,-5,400,True,False
3954,370,200,-5,5,250,True,False
4054,130,580,5,5,60,False,True
1704,560,460,-5,-5,410,True,False
1402,490,350,-5,5,360,True,False
2195,315,325,5,-5,510,False,True
3619,465,315,-5,-5,220,True,False
2704,300,250,-5,-5,240,True,False
3462,330,60,5,5,220,False,True
2148,80,560,5,-5,40,False,True
305,345,495,5,-5,340,False,True
2876,560,550,5,-5,530,False,True
4050,110,580,5,5,20,False,True
2695,345,295,-5,-5,330,True,False
2919,775,335,5,-5,580,True,False
2131,5,515,-5,5,50,True,False
1221,185,555,5,-5,150,False,True
3499,515,245,5,5,590,False,True
259,115,435,5,5,120,False,True
1941,625,435,5,-5,590,True,False
417,675,65,-5,5,490,True,False
2060,360,160,-5,5,90,True,False
2641,615,565,-5,-5,500,True,False
605,265,155,5,-5,350,False,True
1851,175,275,5,5,200,False,True
1098,430,10,-5,-5,430,True,False
2809,225,275,5,5,330,False,True
3328,340,550,-5,5,330,True,False
2182,250,390,5,-5,380,False,True
2389,295,515,-5,-5,180,True,False
3955,365,205,-5,5,240,True,False
1413,435,405,-5,5,250,True,False
1123,305,115,-5,5,180,True,False
4135,535,585,5,-5,530,False,True
3340,280,550,-5,-5,210,True,False
1546,230,90,5,-5,170,False,True
2701,315,265,-5,-5,270,True,False
3641,355,205,-5,-5,0,True,False
2147,75,565,5,-5,30,False,True
2188,280,360,5,-5,440,False,True
2637,635,585,-5,-5,540,True,False
3342,270,540,-5,-5,190,True,False
3336,300,570,-5,-5,250,True,False
4189,775,315,-5,-5,460,True,False
1449,255,575,-5,-5,180,True,False
607,275,145,5,-5,370,False,True
2930,750,280,-5,-5,470,True,False
2698,330,280,-5,-5,300,True,False
87,745,425,-5,-5,490,True,False
974,530,530,5,5,470,False,True
3617,475,325,-5,-5,240,True,False
3505,545,275,5,5,650,False,True
1562,310,10,5,-5,330,False,True
222,70,250,-5,5,20,True,False
1232,240,500,5,-5,260,False,True
577,125,295,5,-5,70,False,True
4107,395,585,5,-5,340,False,True
588,180,240,5,-5,180,False,True
220,80,240,-5,5,40,True,False
780,440,440,-5,-5,320,True,False
2057,375,145,-5,5,120,True,False
3725,65,215,5,5,20,False,True
3951,385,185,-5,5,280,True,False
3301,475,415,-5,5,470,True,False
421,655,85,-5,5,450,True,False
2513,325,105,5,5,320,False,True
1549,245,75,5,-5,200,False,True
1086,490,70,-5,-5,550,True,False
1697,595,495,-5,-5,480,True,False
2614,750,580,-5,5,700,False,True
2537,445,225,5,5,560,False,True
3918,550,20,-5,5,610,True,False
3952,380,190,-5,5,270,True,False
1399,505,335,-5,5,390,True,False
2188,280,360,5,-5,440,False,True
603,255,165,5,-5,330,False,True
2177,225,415,5,-5,330,False,True
3132,260,430,5,-5,340,False,True
4193,755,295,-5,-5,420,True,False
585,165,255,5,-5,150,False,True
3297,495,395,-5,5,510,True,False
588,180,240,5,-5,180,False,True
4112,420,580,5,5,390,False,True
2816,260,310,5,5,400,False,True
4179,755,365,5,-5,560,True,False
2509,305,85,5,5,280,False,True
925,285,285,5,5,280,False,True
2809,225,275,5,5,330,False,True
2049,415,105,-5,5,200,True,False
2637,635,585,-5,-5,540,True,False
2938,710,240,-5,-5,390,True,False
3840,640,370,5,-5,610,False,True
1410,450,390,-5,5,280,True,False
1694,610,510,-5,-5,510,True,False
1100,420,0,-5,5,410,True,False
3925,515,55,-5,5,540,True,False
2635,645,585,-5,-5,560,True,False
507,225,515,-5,5,200,True,False
3111,155,535,5,-5,130,False,True
3301,475,415,-5,5,470,True,False
114,610,290,-5,-5,220,True,False
3727,75,225,5,5,40,False,True
4137,545,575,5,-5,550,False,True
1402,490,350,-5,5,360,True,False
3783,355,505,5,5,280,False,True
1565,325,5,5,5,360,False,True
3795,415,565,5,5,400,False,True
2169,185,455,5,-5,250,False,True
1697,595,495,-5,-5,480,True,False
1227,215,525,5,-5,210,False,True
2044,440,80,-5,5,250,True,False
2624,700,580,-5,5,670,True,False
118,590,270,-5,-5,180,True,False
351,575,265,5,-5,550,False,True
344,540,300,5,-5,480,False,True
3147,335,355,5,-5,490,False,True
3343,265,535,-5,-5,180,True,False
2043,445,75,-5,5,260,True,False
2622,710,580,-5,5,690,True,False
1107,385,35,-5,5,340,True,False
1916,500,560,5,-5,490,False,True
3728,80,230,5,5,50,False,True
780,440,440,-5,-5,320,True,False
417,675,65,-5,5,490,True,False
1222,190,550,5,-5,160,False,True
1988,720,200,-5,-5,310,True,False
4179,755,365,5,-5,560,True,False
2942,690,220,-5,-5,350,True,False
578,130,290,5,-5,80,False,True
2195,315,325,5,-5,510,False,True
3299,485,405,-5,5,490,True,False
4192,760,300,-5,-5,430,True,False
1793,115,15,-5,-5,260,True,False
2506,290,70,5,5,250,False,True
2862,490,540,5,5,450,False,True
218,90,230,-5,5,60,True,False
3129,245,445,5,-5,310,False,True
3116,180,510,5,-5,180,False,True
3488,460,190,5,5,480,False,True
1555,275,45,5,-5,260,False,True
2573,625,405,5,5,620,False,True
349,565,275,5,-5,530,False,True
106,650,330,-5,-5,300,True,False
3825,565,445,5,-5,460,False,True
2798,170,220,5,5,220,False,True
1911,475,575,5,5,440,False,True
3924,520,50,-5,5,550,True,False
3603,545,395,-5,-5,380,True,False
99,685,365,-5,-5,370,True,False
297,305,535,5,-5,260,False,True
89,735,415,-5,-5,470,True,False
2175,215,425,5,-5,310,False,True
2937,715,245,-5,-5,400,True,False
2195,315,325,5,-5,510,False,True
3791,395,545,5,5,360,False,True
2617,735,585,-5,-5,700,False,True
1572,360,40,5,5,430,False,True
3597,575,425,-5,-5,440,True,False
3109,145,545,5,-5,110,False,True
4062,170,580,5,5,140,False,True
2155,115,525,5,-5,110,False,True
742,630,530,-5,5,600,True,False
1238,270,470,5,-5,320,False,True
3968,300,270,-5,5,110,True,False
1389,555,285,-5,5,490,True,False
2572,620,400,5,5,610,False,True
1390,550,290,-5,5,480,True,False
3793,405,555,5,5,380,False,True
741,635,525,-5,5,610,True,False
4054,130,580,5,5,60,False,True
1688,640,540,-5,-5,570,True,False
3627,425,275,-5,-5,140,True,False
1247,315,425,5,-5,410,False,True
976,540,540,5,5,490,False,True
3622,450,300,-5,-5,190,True,False
2921,785,325,5,-5,560,True,False
1980,760,240,-5,-5,390,True,False
88,740,420,-5,-5,480,True,False
345,545,295,5,-5,490,False,True
3834,610,400,5,-5,550,False,True
45,625,525,5,5,620,False,True
2528,400,180,5,5,470,False,True
584,160,260,5,-5,140,False,True
785,415,415,-5,-5,270,True,False
78,790,470,-5,-5,580,True,False
2616,740,580,-5,5,700,False,True
697,725,305,5,5,560,False,True
1393,535,305,-5,5,450,True,False
1607,535,215,5,5,560,False,True
3971,285,285,-5,5,80,True,False
2522,370,150,5,5,410,False,True
3922,530,40,-5,5,570,True,False
51,655,555,5,5,640,True,False
1569,345,25,5,5,400,False,True
2171,195,445,5,-5,270,False,True
982,570,570,5,5,550,False,True
1091,465,45,-5,-5,500,True,False
1227,215,525,5,-5,210,False,True
1927,555,505,5,-5,600,False,True
3624,440,290,-5,-5,170,True,False
1702,570,470,-5,-5,430,True,False
3123,215,475,5,-5,250,False,True
2928,760,290,-5,-5,490,True,False
2628,680,580,-5,5,630,True,False
2195,315,325,5,-5,510,False,True
3970,290,280,-5,5,90,True,False
773,475,475,-5,-5,390,True,False
1906,450,550,5,5,390,False,True
3341,275,545,-5,-5,200,True,False
3472,380,110,5,5,320,False,True
2617,735,585,-5,-5,700,False,True
4182,770,350,5,-5,530,True,False
1104,400,20,-5,5,370,True,False
1696,600,500,-5,-5,490,True,False
1698,590,490,-5,-5,470,True,False
746,610,550,-5,5,560,True,False
616,320,100,5,-5,460,False,True
3788,380,530,5,5,330,False,True
778,450,450,-5,-5,340,True,False
1981,755,235,-5,-5,380,True,False
3640,360,210,-5,-5,10,True,False
3308,440,450,-5,5,400,True,False
1914,490,570,5,-5,470,False,True
2952,640,170,-5,-5,250,True,False
3336,300,570,-5,-5,250,True,False
2635,645,585,-5,-5,560,True,False
1717,495,395,-5,-5,280,True,False
2632,660,580,-5,5,590,True,False
1249,325,415,5,-5,430,False,True
3463,335,65,5,5,230,False,True
1563,315,5,5,-5,340,False,True
2324,620,320,-5,5,520,True,False
280,220,540,5,5,150,False,True
927,295,295,5,5,300,False,True
3458,310,40,5,5,180,False,True
1602,510,190,5,5,510,False,True
791,385,385,-5,-5,210,True,False
3606,530,380,-5,-5,350,True,False
3306,450,440,-5,5,420,True,False
3299,485,405,-5,5,490,True,False
102,670,350,-5,-5,340,True,False
1242,290,450,5,-5,360,False,True
1110,370,50,-5,5,310,True,False
1542,210,110,5,-5,130,False,True
30,550,450,5,5,470,False,True
2181,245,395,5,-5,370,False,True
3038,210,260,-5,5,180,True,False
3146,330,360,5,-5,480,False,True
3494,490,220,5,5,540,False,True
279,215,535,5,5,140,False,True
4195,745,285,-5,-5,400,True,False
416,680,60,-5,5,500,True,False
3796,420,570,5,5,410,False,True
111,625,305,-5,-5,250,True,False
1855,195,295,5,5,240,False,True
2502,270,50,5,5,210,False,True
1252,340,400,5,-5,460,False,True
1252,340,400,5,-5,460,False,True
3731,95,245,5,5,80,False,True
3509,565,295,5,5,690,False,True
3614,490,340,-5,-5,270,True,False
4131,515,585,5,-5,490,False,True
3592,600,450,-5,-5,490,True,False
591,195,225,5,-5,210,False,True
3610,510,360,-5,-5,310,True,False
3488,460,190,5,5,480,False,True
1121,315,105,-5,5,200,True,False
3956,360,210,-5,5,230,True,False
1223,195,545,5,-5,170,False,True
3929,495,75,-5,5,500,True,False
1904,440,540,5,5,370,False,True
621,345,75,5,-5,510,False,True
1855,195,295,5,5,240,False,True
355,595,245,5,-5,590,False,True
3589,615,465,-5,-5,520,True,False
923,275,275,5,5,260,False,True
44,620,520,5,5,610,False,True
2879,575,535,5,-5,560,False,True
3456,300,30,5,5,160,False,True
42,610,510,5,5,590,False,True
3508,560,290,5,5,680,False,True
87,745,425,-5,-5,490,True,False
3064,80,390,-5,5,110,True,False
612,300,120,5,-5,420,False,True
2642,610,560,-5,-5,490,True,False
1107,385,35,-5,5,340,True,False
2374,370,570,-5,5,330,True,False
406,730,10,-5,5,600,True,False
2955,625,155,-5,-5,220,True,False
1975,785,265,-5,-5,440,True,False
925,285,285,5,5,280,False,True
1801,75,25,-5,5,180,True,False
3573,695,545,-5,-5,680,True,False
4083,275,585,5,-5,200,False,True
2050,410,110,-5,5,190,True,False
3968,300,270,-5,5,110,True,False
3629,415,265,-5,-5,120,True,False
1122,310,110,-5,5,190,True,False
744,620,540,-5,5,580,True,False
786,410,410,-5,-5,260,True,False
2810,230,280,5,5,340,False,True
112,620,300,-5,-5,240,True,False
1555,275,45,5,-5,260,False,True
3484,440,170,5,5,440,False,True
3918,550,20,-5,5,610,True,False
3610,510,360,-5,-5,310,True,False
3465,345,75,5,5,250,False,True
4060,160,580,5,5,120,False,True
751,585,575,-5,5,510,True,False
2817,265,315,5,5,410,False,True
3478,410,140,5,5,380,False,True
1227,215,525,5,-5,210,False,True
258,110,430,5,5,110,False,True
1970,770,290,5,-5,490,True,False
3838,630,380,5,-5,590,False,True
3782,350,500,5,5,270,False,True
117,595,275,-5,-5,190,True,False
2926,770,300,-5,-5,510,True,False
46,630,530,5,5,630,False,True
4061,165,585,5,-5,130,False,True
1903,435,535,5,5,360,False,True
920,260,260,5,5,230,False,True
3465,345,75,5,5,250,False,True
3925,515,55,-5,5,540,True,False
1938,610,450,5,-5,620,True,False
2877,565,545,5,-5,540,False,True
3934,470,100,-5,5,450,True,False
520,160,580,-5,-5,140,True,False
2167,175,465,5,-5,230,False,True
615,315,105,5,-5,450,False,True
2799,175,225,5,5,230,False,True
2196,320,320,5,-5,520,False,True
1600,500,180,5,5,490,False,True
401,755,15,-5,-5,650,True,False
580,140,280,5,-5,100,False,True
3826,570,440,5,-5,470,False,True
1608,540,220,5,5,570,False,True
1919,515,545,5,-5,520,False,True
3503,535,265,5,5,630,False,True
2616,740,580,-5,5,700,False,True
28,540,440,5,5,450,False,True
4178,750,370,5,-5,570,True,False
583,155,265,5,-5,130,False,True
2132,0,520,5,5,40,True,False
2928,760,290,-5,-5,490,True,False
409,715,25,-5,5,570,True,False
1864,240,340,5,5,330,False,True
772,480,480,-5,-5,400,True,False
2530,410,190,5,5,490,False,True
2691,365,315,-5,-5,370,True,False
3629,415,265,-5,-5,120,True,False
3728,80,230,5,5,50,False,True
4187,785,325,-5,-5,480,True,False
2499,255,35,5,5,180,False,True
3780,340,490,5,5,250,False,True
1448,260,580,-5,-5,190,True,False
1401,495,345,-5,5,370,True,False
3068,60,410,-5,5,70,True,False
3829,585,425,5,-5,500,False,True
1709,535,435,-5,-5,360,True,False
2517,345,125,5,5,360,False,True
613,305,115,5,-5,430,False,True
2954,630,160,-5,-5,230,True,False
511,205,535,-5,5,160,True,False
4050,110,580,5,5,20,False,True
2517,345,125,5,5,360,False,True
751,585,575,-5,5,510,True,False
280,220,540,5,5,150,False,True
74,770,490,5,-5,620,True,False
2167,175,465,5,-5,230,False,True
314,390,450,5,-5,430,False,True
1554,270,50,5,-5,250,False,True
2945,675,205,-5,-5,320,True,False
3596,580,430,-5,-5,450,True,False
2611,765,585,-5,-5,700,False,True
118,590,270,-5,-5,180,True,False
3304,460,430,-5,5,440,True,False
355,595,245,5,-5,590,False,True
2803,195,245,5,5,270,False,True
2523,375,155,5,5,420,False,True
2517,345,125,5,5,360,False,True
4051,115,585,5,-5,30,False,True
521,155,575,-5,-5,130,True,False
776,460,460,-5,-5,360,True,False
2685,395,345,-5,-5,430,True,False
1685,655,555,-5,-5,600,True,False
1412,440,400,-5,5,260,True,False
2609,775,585,-5,-5,680,False,True
2323,625,315,-5,5,530,True,False
2174,210,430,5,-5,300,False,True
259,115,435,5,5,120,False,True
2874,550,560,5,-5,510,False,True
2533,425,205,5,5,520,False,True
4105,385,585,5,-5,320,False,True
791,385,385,-5,-5,210,True,False
3596,580,430,-5,-5,450,True,False
4126,490,580,5,5,440,False,True
608,280,140,5,-5,380,False,True
3608,520,370,-5,-5,330,True,False
2370,390,550,-5,5,370,True,False
2133,5,525,5,5,30,True,False
578,130,290,5,-5,80,False,True
212,120,200,-5,5,120,True,False
525,135,555,-5,-5,90,True,False
3619,465,315,-5,-5,220,True,False
363,635,205,5,-5,670,False,True
3038,210,260,-5,5,180,True,False
3841,645,365,5,-5,620,False,True
2930,750,280,-5,-5,470,True,False
774,470,470,-5,-5,380,True,False
3637,375,225,-5,-5,40,True,False
1704,560,460,-5,-5,410,True,False
3970,290,280,-5,5,90,True,False
3927,505,65,-5,5,520,True,False
4138,550,570,5,-5,560,False,True
622,350,70,5,-5,520,False,True
2053,395,125,-5,5,160,True,False
2326,610,330,-5,5,500,True,False
3043,185,285,-5,5,130,True,False
2509,305,85,5,5,280,False,True
3478,410,140,5,5,380,False,True
522,150,570,-5,-5,120,True,False
3626,430,280,-5,-5,150,True,False
351,575,265,5,-5,550,False,True
1713,515,415,-5,-5,320,True,False
2815,255,305,5,5,390,False,True
598,230,190,5,-5,280,False,True
104,660,340,-5,-5,320,True,False
2185,265,375,5,-5,410,False,True
2930,750,280,-5,-5,470,True,False
1850,170,270,5,5,190,False,True
1446,270,570,-5,5,210,True,False
1108,380,40,-5,5,330,True,False
967,495,495,5,5,400,False,True
1942,630,430,5,-5,580,True,False
419,665,75,-5,5,470,True,False
353,585,255,5,-5,570,False,True
2525,385,165,5,5,440,False,True
1939,615,445,5,-5,610,True,False
2377,355,575,-5,-5,300,True,False
1702,570,470,-5,-5,430,True,False
3137,285,405,5,-5,390,False,True
2187,275,365,5,-5,430,False,True
1087,485,65,-5,-5,540,True,False
3585,635,485,-5,-5,560,True,False
2635,645,585,-5,-5,560,True,False
36,580,480,5,5,530,False,True
3628,420,270,-5,-5,130,True,False
2513,325,105,5,5,320,False,True
440,560,180,-5,5,260,True,False
1862,230,330,5,5,310,False,True
114,610,290,-5,-5,220,True,False
27,535,435,5,5,440,False,True
2622,710,580,-5,5,690,True,False
1702,570,470,-5,-5,430,True,False
1979,765,245,-5,-5,400,True,False
1445,275,565,-5,5,220,True,False
1850,170,270,5,5,190,False,True
3728,80,230,5,5,50,False,True
4104,380,580,5,5,310,False,True
2369,395,545,-5,5,380,True,False
2376,360,580,-5,-5,310,True,False
282,230,550,5,5,170,False,True
1861,225,325,5,5,300,False,True
2699,325,275,-5,-5,290,True,False
2705,295,245,-5,-5,230,True,False
3043,185,285,-5,5,130,True,False
3598,570,420,-5,-5,430,True,False
3330,330,560,-5,5,310,True,False
1566,330,10,5,5,370,False,True
2050,410,110,-5,5,190,True,False
1940,620,440,5,-5,600,True,False
1712,520,420,-5,-5,330,True,False
1552,260,60,5,-5,230,False,True
343,535,305,5,-5,470,False,True
347,555,285,5,-5,510,False,True
2519,355,135,5,5,380,False,True
3119,195,495,5,-5,210,False,True
3835,615,395,5,-5,560,False,True
982,570,570,5,5,550,False,True
3779,335,485,5,5,240,False,True
2703,305,255,-5,-5,250,True,False
1917,505,555,5,-5,500,False,True
2184,260,380,5,-5,400,False,True
2536,440,220,5,5,550,False,True
2187,275,365,5,-5,430,False,True
32,560,460,5,5,490,False,True
3480,420,150,5,5,400,False,True
428,620,120,-5,5,380,True,False
1247,315,425,5,-5,410,False,True
3334,310,580,-5,-5,270,True,False
1988,720,200,-5,-5,310,True,False
2642,610,560,-5,-5,490,True,False
2335,565,375,-5,5,410,True,False
3589,615,465,-5,-5,520,True,False
3588,620,470,-5,-5,530,True,False
1104,400,20,-5,5,370,True,False
2805,205,255,5,5,290,False,True
2503,275,55,5,5,220,False,True
51,655,555,5,5,640,True,False
2336,560,380,-5,5,400,True,False
3462,330,60,5,5,220,False,True
4182,770,350,5,-5,530,True,False
3789,385,535,5,5,340,False,True
3313,415,475,-5,5,350,True,False
342,530,310,5,-5,460,False,True
4114,430,580,5,5,410,False,True
3571,705,555,-5,-5,700,True,False
791,385,385,-5,-5,210,True,False
3314,410,480,-5,5,340,True,False
2156,120,520,5,-5,120,False,True
2818,270,320,5,5,420,False,True
1693,615,515,-5,-5,520,True,False
2944,680,210,-5,-5,330,True,False
2616,740,580,-5,5,700,False,True
1249,325,415,5,-5,430,False,True
32,560,460,5,5,490,False,True
4061,165,585,5,-5,130,False,True
2059,365,155,-5,5,100,True,False
929,305,305,5,5,320,False,True
4127,495,585,5,-5,450,False,True
293,285,555,5,-5,220,False,True
966,490,490,5,5,390,False,True
2923,785,315,-5,-5,540,True,False
3727,75,225,5,5,40,False,True
1572,360,40,5,5,430,False,True
3039,205,265,-5,5,170,True,False
2135,15,535,5,5,10,True,False
786,410,410,-5,-5,260,True,False
2326,610,330,-5,5,500,True,False
2382,330,550,-5,-5,250,True,False
1116,340,80,-5,5,250,True,False
475,385,355,-5,5,250,True,False
2931,745,275,-5,-5,460,True,False
4082,270,580,5,5,190,False,True
3821,545,465,5,-5,420,False,True
3064,80,390,-5,5,110,True,False
2568,600,380,5,5,570,False,True
3572,700,550,-5,-5,690,True,False
1218,170,570,5,-5,120,False,True
2505,285,65,5,5,240,False,True
3596,580,430,-5,-5,450,True,False
2173,205,435,5,-5,290,False,True
1398,510,330,-5,5,400,True,False
2336,560,380,-5,5,400,True,False
4060,160,580,5,5,120,False,True
3330,330,560,-5,5,310,True,False
1604,520,200,5,5,530,False,True
1970,770,290,5,-5,490,True,False
697,725,305,5,5,560,False,True
1717,495,395,-5,-5,280,True,False
92,720,400,-5,-5,440,True,False
1253,345,395,5,-5,470,False,True
436,580,160,-5,5,300,True,False
2155,115,525,5,-5,110,False,True
2330,590,350,-5,5,460,True,False
2165,165,475,5,-5,210,False,True
779,445,445,-5,-5,330,True,False
2382,330,550,-5,-5,250,True,False
2044,440,80,-5,5,250,True,False
3136,280,410,5,-5,380,False,True
3496,500,230,5,5,560,False,True
966,490,490,5,5,390,False,True
298,310,530,5,-5,270,False,True
2570,610,390,5,5,590,False,True
2153,105,535,5,-5,90,False,True
437,575,165,-5,5,290,True,False
1248,320,420,5,-5,420,False,True
19,495,395,5,5,360,False,True
3119,195,495,5,-5,210,False,True
33,565,465,5,5,500,False,True
3106,130,560,5,-5,80,False,True
1550,250,70,5,-5,210,False,True
523,145,565,-5,-5,110,True,False
4196,740,280,-5,-5,390,True,False
1942,630,430,5,-5,580,True,False
3042,190,280,-5,5,140,True,False
3106,130,560,5,-5,80,False,True
3586,630,480,-5,-5,550,True,False
1117,335,85,-5,5,240,True,False
281,225,545,5,5,160,False,True
3932,480,90,-5,5,470,True,False
4084,280,580,5,5,210,False,True
3950,390,180,-5,5,290,True,False
2645,595,545,-5,-5,460,True,False
2497,245,25,5,5,160,False,True
2807,215,265,5,5,310,False,True
3958,350,220,-5,5,210,True,False
3508,560,290,5,5,680,False,True
3917,555,15,-5,5,620,True,False
790,390,390,-5,-5,220,True,False
2617,735,585,-5,-5,700,False,True
1091,465,45,-5,-5,500,True,False
4102,370,580,5,5,290,False,True
84,760,440,-5,-5,520,True,False
3963,325,245,-5,5,160,True,False
217,95,225,-5,5,70,True,False
974,530,530,5,5,470,False,True
609,285,135,5,-5,390,False,True
2690,370,320,-5,-5,380,True,False
2700,320,270,-5,-5,280,True,False
4057,145,585,5,-5,90,False,True
4199,725,265,-5,-5,360,True,False
3308,440,450,-5,5,400,True,False
1854,190,290,5,5,230,False,True
2047,425,95,-5,5,220,True,False
4060,160,580,5,5,120,False,True
424,640,100,-5,5,420,True,False
3593,595,445,-5,-5,480,True,False
421,655,85,-5,5,450,True,False
1855,195,295,5,5,240,False,True
2568,600,380,5,5,570,False,True
1692,620,520,-5,-5,530,True,False
315,395,445,5,-5,440,False,True
2638,630,580,-5,-5,530,True,False
3925,515,55,-5,5,540,True,False
37,585,485,5,5,540,False,True
52,660,560,5,5,630,True,False
114,610,290,-5,-5,220,True,False
585,165,255,5,-5,150,False,True
3137,285,405,5,-5,390,False,True
1683,665,565,-5,-5,620,True,False
298,310,530,5,-5,270,False,True
3480,420,150,5,5,400,False,True
2145,65,575,5,-5,10,False,True
4192,760,300,-5,-5,430,True,False
2536,440,220,5,5,550,False,True
2189,285,355,5,-5,450,False,True
1228,220,520,5,-5,220,False,True
3107,135,555,5,-5,90,False,True
2521,365,145,5,5,400,False,True
762,530,530,-5,-5,500,True,False
3615,485,335,-5,-5,260,True,False
1400,500,340,-5,5,380,True,False
1084,500,80,-5,-5,570,True,False
967,495,495,5,5,400,False,True
1400,500,340,-5,5,380,True,False
773,475,475,-5,-5,390,True,False
1939,615,445,5,-5,610,True,False
2500,260,40,5,5,190,False,True
37,585,485,5,5,540,False,True
3496,500,230,5,5,560,False,True
79,785,465,-5,-5,570,True,False
1106,390,30,-5,5,350,True,False
2050,410,110,-5,5,190,True,False
2327,605,335,-5,5,490,True,False
1543,215,105,5,-5,140,False,True
3614,490,340,-5,-5,270,True,False
2523,375,155,5,5,420,False,True
3968,300,270,-5,5,110,True,False
612,300,120,5,-5,420,False,True
765,515,515,-5,-5,470,True,False
4182,770,350,5,-5,530,True,False
1121,315,105,-5,5,200,True,False
2368,400,540,-5,5,390,True,False
4136,540,580,5,-5,540,False,True
2935,725,255,-5,-5,420,True,False
3581,655,505,-5,-5,600,True,False
523,145,565,-5,-5,110,True,False
3482,430,160,5,5,420,False,True
3796,420,570,5,5,410,False,True
1906,450,550,5,5,390,False,True
595,215,205,5,-5,250,False,True
4190,770,310,-5,-5,450,True,False
768,500,500,-5,-5,440,True,False
1241,285,455,5,-5,350,False,True
3304,460,430,-5,5,440,True,False
4080,260,580,5,5,170,False,True
42,610,510,5,5,590,False,True
3941,435,135,-5,5,380,True,False
2331,585,355,-5,5,450,True,False
3913,575,5,-5,-5,660,True,False
3615,485,335,-5,-5,260,True,False
3508,560,290,5,5,680,False,True
260,120,440,5,5,130,False,True
3460,320,50,5,5,200,False,True
218,90,230,-5,5,60,True,False
299,315,525,5,-5,280,False,True
3843,655,355,5,-5,640,False,True
434,590,150,-5,5,320,True,False
3469,365,95,5,5,290,False,True
1977,775,255,-5,-5,420,True,False
3591,605,455,-5,-5,500,True,False
315,395,445,5,-5,440,False,True
76,780,480,5,-5,600,True,False
2641,615,565,-5,-5,500,True,False
2874,550,560,5,-5,510,False,True
3305,455,435,-5,5,430,True,False
4083,275,585,5,-5,200,False,True
2685,395,345,-5,-5,430,True,False
4192,760,300,-5,-5,430,True,False
2812,240,290,5,5,360,False,True
2369,395,545,-5,5,380,True,False
1941,625,435,5,-5,590,True,False
253,85,405,5,5,60,False,True
109,635,315,-5,-5,270,True,False
787,405,405,-5,-5,250,True,False
108,640,320,-5,-5,280,True,False
423,645,95,-5,5,430,True,False
3963,325,245,-5,5,160,True,False
38,590,490,5,5,550,False,True
2380,340,560,-5,-5,270,True,False
113,615,295,-5,-5,230,True,False
3298,490,400,-5,5,500,True,False
3945,415,155,-5,5,340,True,False
3588,620,470,-5,-5,530,True,False
1606,530,210,5,5,550,False,True
3114,170,520,5,-5,160,False,True
1686,650,550,-5,-5,590,True,False
1926,550,510,5,-5,590,False,True
425,635,105,-5,5,410,True,False
343,535,305,5,-5,470,False,True
2045,435,85,-5,5,240,True,False
1088,480,60,-5,-5,530,True,False
3491,475,205,5,5,510,False,True
1714,510,410,-5,-5,310,True,False
99,685,365,-5,-5,370,True,False
2642,610,560,-5,-5,490,True,False
4125,485,585,5,-5,430,False,True
74,770,490,5,-5,620,True,False
975,535,535,5,5,480,False,True
3472,380,110,5,5,320,False,True
3619,465,315,-5,-5,220,True,False
1113,355,65,-5,5,280,True,False
2172,200,440,5,-5,280,False,True
2926,770,300,-5,-5,510,True,False
3967,305,265,-5,5,120,True,False
3724,60,210,5,5,10,False,True
920,260,260,5,5,230,False,True
3147,335,355,5,-5,490,False,True
2924,780,310,-5,-5,530,True,False
3598,570,420,-5,-5,430,True,False
2643,605,555,-5,-5,480,True,False
599,235,185,5,-5,290,False,True
438,570,170,-5,5,280,True,False
1100,420,0,-5,5,410,True,False
3114,170,520,5,-5,160,False,True
3125,225,465,5,-5,270,False,True
699,735,315,5,5,580,False,True
771,485,485,-5,-5,410,True,False
1912,480,580,5,-5,450,False,True
609,285,135,5,-5,390,False,True
1975,785,265,-5,-5,440,True,False
4083,275,585,5,-5,200,False,True
2687,385,335,-5,-5,410,True,False
2948,660,190,-5,-5,290,True,False
1229,225,515,5,-5,230,False,True
1917,505,555,5,-5,500,False,True
701,745,325,5,5,600,False,True
2047,425,95,-5,5,220,True,False
4181,765,355,5,-5,540,True,False
2632,660,580,-5,5,590,True,False
924,280,280,5,5,270,False,True
2697,335,285,-5,-5,310,True,False
1098,430,10,-5,-5,430,True,False
2384,320,540,-5,-5,230,True,False
3837,625,385,5,-5,580,False,True
349,565,275,5,-5,530,False,True
1106,390,30,-5,5,350,True,False
1699,585,485,-5,-5,460,True,False
744,620,540,-5,5,580,True,False
1224,200,540,5,-5,180,False,True
3494,490,220,5,5,540,False,True
3144,320,370,5,-5,460,False,True
257,105,425,5,5,100,False,True
1454,230,550,-5,-5,130,True,False
3143,315,375,5,-5,450,False,True
4101,365,585,5,-5,280,False,True
2378,350,570,-5,-5,290,True,False
1862,230,330,5,5,310,False,True
110,630,310,-5,-5,260,True,False
1916,500,560,5,-5,490,False,True
601,245,175,5,-5,310,False,True
3338,290,560,-5,-5,230,True,False
2380,340,560,-5,-5,270,True,False
222,70,250,-5,5,20,True,False
4087,295,585,5,-5,240,False,True
3469,365,95,5,5,290,False,True
3945,415,155,-5,5,340,True,False
2194,310,330,5,-5,500,False,True
775,465,465,-5,-5,370,True,False
3833,605,405,5,-5,540,False,True
3039,205,265,-5,5,170,True,False
